FREQ,REF_AREA,VALUE,UNIT_MEASURE,UNIT_MULT,BREAKS,COVERAGE,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK
Q,MA,N,628,0,,,,2014-Q1,102.0019,A,F,
Q,MA,N,628,0,,,,2014-Q2,102.2879,A,F,
Q,MA,N,628,0,,,,2014-Q3,101.7159,A,F,
Q,MA,N,628,0,,,,2014-Q4,102.0972,A,F,
Q,MA,N,628,0,,,,2015-Q1,101.5253,A,F,
Q,MA,N,628,0,,,,2015-Q2,102.0972,A,F,
Q,MA,N,628,0,,,,2015-Q3,101.7159,A,F,
Q,MA,N,628,0,,,,2015-Q4,102.4786,A,F,
Q,MA,N,628,0,,,,2016-Q1,102.0972,A,F,
Q,MA,N,628,0,,,,2016-Q2,102.8599,A,F,
Q,MA,N,628,0,,,,2016-Q3,105.4337,A,F,
Q,MA,N,628,0,,,,2016-Q4,106.959,A,F,
Q,MA,N,628,0,,,,2017-Q1,107.531,A,F,
Q,MA,N,628,0,,,,2017-Q2,107.245,A,F,
Q,MA,N,628,0,,,,2017-Q3,107.4357,A,F,
Q,MA,N,628,0,,,,2017-Q4,107.1497,A,F,
Q,MA,N,628,0,,,,2018-Q1,107.245,A,F,
Q,MA,N,628,0,,,,2018-Q2,107.245,A,F,
Q,MA,N,628,0,,,,2018-Q3,107.1497,A,F,
Q,MA,N,628,0,,,,2018-Q4,107.9123,A,F,
Q,MA,N,628,0,,,,2019-Q1,106.5777,A,F,
Q,MA,N,628,0,,,,2019-Q2,106.5777,A,F,
Q,MA,N,628,0,,,,2019-Q3,107.245,A,F,
Q,MA,N,628,0,,,,2019-Q4,106.959,A,F,
Q,MA,N,628,0,,,,2020-Q1,105.9104,A,F,
Q,MA,N,628,0,,,,2020-Q2,100.7626,A,F,
Q,MA,N,628,0,,,,2020-Q3,105.9104,A,F,
Q,MA,N,628,0,,,,2020-Q4,108.5796,A,F,
Q,MA,N,628,0,,,,2021-Q1,106.4824,A,F,
Q,MA,N,628,0,,,,2021-Q2,103.0505,A,F,
Q,MA,N,628,0,,,,2021-Q3,100.0953,A,F,
Q,MA,N,628,0,,,,2021-Q4,100.858,A,F,
Q,MA,N,628,0,,,,2022-Q1,100.858,A,F,
Q,MA,N,628,0,,,,2022-Q2,101.0486,A,F,
Q,MA,N,628,0,,,,2022-Q3,101.6206,A,F,
Q,MA,N,628,0,,,,2022-Q4,101.9066,A,F,
Q,MA,N,628,0,,,,2023-Q1,101.4299,A,F,
Q,MA,N,628,0,,,,2023-Q2,101.4299,A,F,
Q,MA,N,628,0,,,,2023-Q3,101.7159,A,F,
Q,MA,N,628,0,,,,2023-Q4,101.6206,A,F,
Q,MA,N,628,0,,,,2024-Q1,100.9533,A,F,
Q,MA,N,628,0,,,,2024-Q2,101.1439,A,F,
Q,MA,N,628,0,,,,2024-Q3,101.3346,A,F,
Q,MA,N,628,0,,,,2024-Q4,103.3365,A,F,
Q,MA,N,628,0,,,,2025-Q1,101.4299,A,F,
Q,MA,N,628,0,,,,2025-Q2,101.4299,A,F,
Q,MA,N,628,0,,,,2025-Q3,103.4318,A,F,
Q,MA,N,628,0,,,,2025-Q4,103.9085,A,F,
Q,MA,N,628,0,,,,2026-Q1,100.7626,A,F,
Q,RS,R,628,0,,,,2000-Q1,135.2788,A,F,
Q,RS,R,628,0,,,,2000-Q2,144.82,A,F,
Q,RS,R,628,0,,,,2000-Q3,141.296,A,F,
Q,RS,R,628,0,,,,2000-Q4,101.6898,A,F,
Q,RS,R,628,0,,,,2001-Q1,93.3871,A,F,
Q,RS,R,628,0,,,,2001-Q2,80.8734,A,F,
Q,RS,R,628,0,,,,2001-Q3,76.5236,A,F,
Q,RS,R,628,0,,,,2001-Q4,73.263,A,F,
Q,RS,R,628,0,,,,2002-Q1,72.1121,A,F,
Q,RS,R,628,0,,,,2002-Q2,69.9859,A,F,
Q,RS,R,628,0,,,,2002-Q3,65.5127,A,F,
Q,RS,R,628,0,,,,2002-Q4,69.8321,A,F,
Q,RS,R,628,0,,,,2003-Q1,82.2187,A,F,
Q,RS,R,628,0,,,,2003-Q2,87.2521,A,F,
Q,RS,R,628,0,,,,2003-Q3,86.2972,A,F,
Q,RS,R,628,0,,,,2003-Q4,87.5001,A,F,
Q,RS,R,628,0,,,,2004-Q1,92.4387,A,F,
Q,RS,R,628,0,,,,2004-Q2,91.9171,A,F,
Q,RS,R,628,0,,,,2004-Q3,87.8847,A,F,
Q,RS,R,628,0,,,,2004-Q4,87.9877,A,F,
Q,RS,R,628,0,,,,2005-Q1,90.5808,A,F,
Q,RS,R,628,0,,,,2005-Q2,91.7851,A,F,
Q,RS,R,628,0,,,,2005-Q3,92.6089,A,F,
Q,RS,R,628,0,,,,2005-Q4,89.4007,A,F,
Q,RS,R,628,0,,,,2006-Q1,85.3742,A,F,
Q,RS,R,628,0,,,,2006-Q2,82.515,A,F,
Q,RS,R,628,0,,,,2006-Q3,84.1313,A,F,
Q,RS,R,628,0,,,,2006-Q4,83.8056,A,F,
Q,RS,R,628,0,,,,2007-Q1,81.2945,A,F,
Q,RS,R,628,0,,,,2007-Q2,79.875,A,F,
Q,RS,R,628,0,,,,2007-Q3,80.112,A,F,
Q,RS,R,628,0,,,,2007-Q4,80.4624,A,F,
Q,RS,R,628,0,,,,2008-Q1,82.0664,A,F,
Q,RS,R,628,0,,,,2008-Q2,83.7913,A,F,
Q,RS,R,628,0,,,,2008-Q3,89.7353,A,F,
Q,RS,R,628,0,,,,2008-Q4,93.4292,A,F,
Q,RS,R,628,0,,,,2009-Q1,96.3338,A,F,
Q,RS,R,628,0,,,,2009-Q2,96.1195,A,F,
Q,RS,R,628,0,,,,2009-Q3,96.5402,A,F,
Q,RS,R,628,0,,,,2009-Q4,97.5271,A,F,
Q,RS,R,628,0,,,,2010-Q1,99.0219,A,F,
Q,RS,R,628,0,,,,2010-Q2,99.7649,A,F,
Q,RS,R,628,0,,,,2010-Q3,101.647,A,F,
Q,RS,R,628,0,,,,2010-Q4,99.5331,A,F,
Q,RS,R,628,0,,,,2011-Q1,94.4648,A,F,
Q,RS,R,628,0,,,,2011-Q2,88.7036,A,F,
Q,RS,R,628,0,,,,2011-Q3,85.1457,A,F,
Q,RS,R,628,0,,,,2011-Q4,83.2574,A,F,
Q,RS,R,628,0,,,,2012-Q1,84.2782,A,F,
Q,RS,R,628,0,,,,2012-Q2,82.6326,A,F,
Q,RS,R,628,0,,,,2012-Q3,79.8598,A,F,
Q,RS,R,628,0,,,,2012-Q4,74.6439,A,F,
Q,RS,R,628,0,,,,2013-Q1,71.1626,A,F,
Q,RS,R,628,0,,,,2013-Q2,69.2056,A,F,
Q,RS,R,628,0,,,,2013-Q3,70.0846,A,F,
Q,RS,R,628,0,,,,2013-Q4,71.7322,A,F,
Q,RS,R,628,0,,,,2014-Q1,73.0603,A,F,
Q,RS,R,628,0,,,,2014-Q2,73.3724,A,F,
Q,RS,R,628,0,,,,2014-Q3,72.2708,A,F,
Q,RS,R,628,0,,,,2014-Q4,73.4091,A,F,
Q,RS,R,628,0,,,,2015-Q1,76.5816,A,F,
Q,RS,R,628,0,,,,2015-Q2,76.0408,A,F,
Q,RS,R,628,0,,,,2015-Q3,73.6151,A,F,
Q,RS,R,628,0,,,,2015-Q4,73.1088,A,F,
Q,RS,R,628,0,,,,2016-Q1,74.2884,A,F,
Q,RS,R,628,0,,,,2016-Q2,78.9242,A,F,
Q,RS,R,628,0,,,,2016-Q3,87.0145,A,F,
Q,RS,R,628,0,,,,2016-Q4,88.7529,A,F,
Q,RS,R,628,0,,,,2017-Q1,80.7143,A,F,
Q,RS,R,628,0,,,,2017-Q2,81.9434,A,F,
Q,RS,R,628,0,,,,2017-Q3,84.1123,A,F,
Q,RS,R,628,0,,,,2017-Q4,85.6975,A,F,
Q,RS,R,628,0,,,,2018-Q1,87.0267,A,F,
Q,RS,R,628,0,,,,2018-Q2,87.8771,A,F,
Q,RS,R,628,0,,,,2018-Q3,89.4827,A,F,
Q,RS,R,628,0,,,,2018-Q4,91.2748,A,F,
Q,RS,R,628,0,,,,2019-Q1,92.553,A,F,
Q,RS,R,628,0,,,,2019-Q2,93.9589,A,F,
Q,RS,R,628,0,,,,2019-Q3,97.017,A,F,
Q,RS,R,628,0,,,,2019-Q4,99.4769,A,F,
Q,RS,R,628,0,,,,2020-Q1,100.9086,A,F,
Q,RS,R,628,0,,,,2020-Q2,103.6432,A,F,
Q,RS,R,628,0,,,,2020-Q3,106.5656,A,F,
Q,RS,R,628,0,,,,2020-Q4,110.324,A,F,
Q,RS,R,628,0,,,,2021-Q1,112.9888,A,F,
Q,RS,R,628,0,,,,2021-Q2,114.9824,A,F,
Q,RS,R,628,0,,,,2021-Q3,117.7597,A,F,
Q,RS,R,628,0,,,,2021-Q4,119.3137,A,F,
Q,RS,R,628,0,,,,2022-Q1,120.8283,A,F,
Q,RS,R,628,0,,,,2022-Q2,120.461,A,F,
Q,RS,R,628,0,,,,2022-Q3,119.7779,A,F,
Q,RS,R,628,0,,,,2022-Q4,118.3158,A,F,
Q,RS,R,628,0,,,,2023-Q1,117.4833,A,F,
Q,RS,R,628,0,,,,2023-Q2,117.0829,A,F,
Q,RS,R,628,0,,,,2023-Q3,118.0356,A,F,
Q,RS,R,628,0,,,,2023-Q4,118.7056,A,F,
Q,RS,R,628,0,,,,2024-Q1,119.093,A,F,
Q,RS,R,628,0,,,,2024-Q2,119.0327,A,F,
Q,RS,R,628,0,,,,2024-Q3,119.4016,A,F,
Q,RS,R,628,0,,,,2024-Q4,119.6134,A,F,
Q,RS,R,628,0,,,,2025-Q1,119.7529,A,F,
Q,RS,R,628,0,,,,2025-Q2,120.2835,A,F,
Q,RS,R,628,0,,,,2025-Q3,120.8003,A,F,
Q,RS,R,628,0,,,,2025-Q4,122.7086,A,F,
Q,RS,R,628,0,,,,2026-Q1,122.9439,A,F,
Q,CN,R,628,0,,,,2005-Q2,87.95,A,F,
Q,CN,R,628,0,,,,2005-Q3,89.5356,A,F,
Q,CN,R,628,0,,,,2005-Q4,89.7334,A,F,
Q,CN,R,628,0,,,,2006-Q1,88.5259,A,F,
Q,CN,R,628,0,,,,2006-Q2,90.6989,A,F,
Q,CN,R,628,0,,,,2006-Q3,92.4696,A,F,
Q,CN,R,628,0,,,,2006-Q4,92.4653,A,F,
Q,CN,R,628,0,,,,2007-Q1,90.7212,A,F,
Q,CN,R,628,0,,,,2007-Q2,92.6815,A,F,
Q,CN,R,628,0,,,,2007-Q3,93.1592,A,F,
Q,CN,R,628,0,,,,2007-Q4,94.4012,A,F,
Q,CN,R,628,0,,,,2008-Q1,91.8193,A,F,
Q,CN,R,628,0,,,,2008-Q2,92.6727,A,F,
Q,CN,R,628,0,,,,2008-Q3,93.3268,A,F,
Q,CN,R,628,0,,,,2008-Q4,93.6743,A,F,
Q,CN,R,628,0,,,,2009-Q1,92.2225,A,F,
Q,CN,R,628,0,,,,2009-Q2,93.6717,A,F,
Q,CN,R,628,0,,,,2009-Q3,95.6501,A,F,
Q,CN,R,628,0,,,,2009-Q4,97.3105,A,F,
Q,CN,R,628,0,,,,2010-Q1,98.4735,A,F,
Q,CN,R,628,0,,,,2010-Q2,100.8828,A,F,
Q,CN,R,628,0,,,,2010-Q3,100.6863,A,F,
Q,CN,R,628,0,,,,2010-Q4,99.9567,A,F,
Q,CN,R,628,0,,,,2011-Q1,99.1316,A,F,
Q,CN,R,628,0,,,,2011-Q2,99.3216,A,F,
Q,CN,R,628,0,,,,2011-Q3,98.4485,A,F,
Q,CN,R,628,0,,,,2011-Q4,97.6907,A,F,
Q,CN,R,628,0,,,,2012-Q1,95.6192,A,F,
Q,CN,R,628,0,,,,2012-Q2,95.5014,A,F,
Q,CN,R,628,0,,,,2012-Q3,95.5394,A,F,
Q,CN,R,628,0,,,,2012-Q4,95.3053,A,F,
Q,CN,R,628,0,,,,2013-Q1,95.1768,A,F,
Q,CN,R,628,0,,,,2013-Q2,98.2806,A,F,
Q,CN,R,628,0,,,,2013-Q3,100.0011,A,F,
Q,CN,R,628,0,,,,2013-Q4,101.0089,A,F,
Q,CN,R,628,0,,,,2014-Q1,100.7569,A,F,
Q,CN,R,628,0,,,,2014-Q2,101.245,A,F,
Q,CN,R,628,0,,,,2014-Q3,98.5642,A,F,
Q,CN,R,628,0,,,,2014-Q4,95.9506,A,F,
Q,CN,R,628,0,,,,2015-Q1,93.7689,A,F,
Q,CN,R,628,0,,,,2015-Q2,93.8242,A,F,
Q,CN,R,628,0,,,,2015-Q3,93.8338,A,F,
Q,CN,R,628,0,,,,2015-Q4,94.2591,A,F,
Q,CN,R,628,0,,,,2016-Q1,94.9072,A,F,
Q,CN,R,628,0,,,,2016-Q2,97.1635,A,F,
Q,CN,R,628,0,,,,2016-Q3,99.1101,A,F,
Q,CN,R,628,0,,,,2016-Q4,100.9351,A,F,
Q,CN,R,628,0,,,,2017-Q1,101.1945,A,F,
Q,CN,R,628,0,,,,2017-Q2,103.497,A,F,
Q,CN,R,628,0,,,,2017-Q3,104.2838,A,F,
Q,CN,R,628,0,,,,2017-Q4,104.2285,A,F,
Q,CN,R,628,0,,,,2018-Q1,103.5601,A,F,
Q,CN,R,628,0,,,,2018-Q2,105.8087,A,F,
Q,CN,R,628,0,,,,2018-Q3,108.0745,A,F,
Q,CN,R,628,0,,,,2018-Q4,109.4386,A,F,
Q,CN,R,628,0,,,,2019-Q1,109.4584,A,F,
Q,CN,R,628,0,,,,2019-Q2,110.5525,A,F,
Q,CN,R,628,0,,,,2019-Q3,110.3512,A,F,
Q,CN,R,628,0,,,,2019-Q4,108.7462,A,F,
Q,CN,R,628,0,,,,2020-Q1,107.1595,A,F,
Q,CN,R,628,0,,,,2020-Q2,109.9375,A,F,
Q,CN,R,628,0,,,,2020-Q3,110.3074,A,F,
Q,CN,R,628,0,,,,2020-Q4,111.2144,A,F,
Q,CN,R,628,0,,,,2021-Q1,110.5531,A,F,
Q,CN,R,628,0,,,,2021-Q2,112.6308,A,F,
Q,CN,R,628,0,,,,2021-Q3,112.9908,A,F,
Q,CN,R,628,0,,,,2021-Q4,111.0876,A,F,
Q,CN,R,628,0,,,,2022-Q1,109.3304,A,F,
Q,CN,R,628,0,,,,2022-Q2,107.8288,A,F,
Q,CN,R,628,0,,,,2022-Q3,106.4509,A,F,
Q,CN,R,628,0,,,,2022-Q4,105.0432,A,F,
Q,CN,R,628,0,,,,2023-Q1,104.3427,A,F,
Q,CN,R,628,0,,,,2023-Q2,104.8471,A,F,
Q,CN,R,628,0,,,,2023-Q3,103.1349,A,F,
Q,CN,R,628,0,,,,2023-Q4,101.4751,A,F,
Q,CN,R,628,0,,,,2024-Q1,98.9629,A,F,
Q,CN,R,628,0,,,,2024-Q2,96.8513,A,F,
Q,CN,R,628,0,,,,2024-Q3,93.823,A,F,
Q,CN,R,628,0,,,,2024-Q4,92.5967,A,F,
Q,CN,R,628,0,,,,2025-Q1,91.6149,A,F,
Q,CN,R,628,0,,,,2025-Q2,90.6763,A,F,
Q,CN,R,628,0,,,,2025-Q3,88.8506,A,F,
Q,CN,R,628,0,,,,2025-Q4,86.7897,A,F,
Q,CN,R,628,0,,,,2026-Q1,85.1336,A,F,
Q,FI,R,628,0,,,,1970-Q1,52.7625,A,F,
Q,FI,R,628,0,,,,1970-Q2,53.3714,A,F,
Q,FI,R,628,0,,,,1970-Q3,53.3892,A,F,
Q,FI,R,628,0,,,,1970-Q4,54.1609,A,F,
Q,FI,R,628,0,,,,1971-Q1,53.8243,A,F,
Q,FI,R,628,0,,,,1971-Q2,52.0296,A,F,
Q,FI,R,628,0,,,,1971-Q3,52.4061,A,F,
Q,FI,R,628,0,,,,1971-Q4,52.3073,A,F,
Q,FI,R,628,0,,,,1972-Q1,54.3755,A,F,
Q,FI,R,628,0,,,,1972-Q2,53.5754,A,F,
Q,FI,R,628,0,,,,1972-Q3,52.8312,A,F,
Q,FI,R,628,0,,,,1972-Q4,54.6756,A,F,
Q,FI,R,628,0,,,,1973-Q1,57.46,A,F,
Q,FI,R,628,0,,,,1973-Q2,61.7821,A,F,
Q,FI,R,628,0,,,,1973-Q3,62.3693,A,F,
Q,FI,R,628,0,,,,1973-Q4,63.7016,A,F,
Q,FI,R,628,0,,,,1974-Q1,64.5525,A,F,
Q,FI,R,628,0,,,,1974-Q2,64.7988,A,F,
Q,FI,R,628,0,,,,1974-Q3,62.8777,A,F,
Q,FI,R,628,0,,,,1974-Q4,61.8129,A,F,
Q,FI,R,628,0,,,,1975-Q1,58.6465,A,F,
Q,FI,R,628,0,,,,1975-Q2,56.5814,A,F,
Q,FI,R,628,0,,,,1975-Q3,55.0971,A,F,
Q,FI,R,628,0,,,,1975-Q4,55.1125,A,F,
Q,FI,R,628,0,,,,1976-Q1,53.7914,A,F,
Q,FI,R,628,0,,,,1976-Q2,52.2849,A,F,
Q,FI,R,628,0,,,,1976-Q3,51.8552,A,F,
Q,FI,R,628,0,,,,1976-Q4,51.13,A,F,
Q,FI,R,628,0,,,,1977-Q1,49.1484,A,F,
Q,FI,R,628,0,,,,1977-Q2,48.6279,A,F,
Q,FI,R,628,0,,,,1977-Q3,46.8701,A,F,
Q,FI,R,628,0,,,,1977-Q4,46.1571,A,F,
Q,FI,R,628,0,,,,1978-Q1,46.6722,A,F,
Q,FI,R,628,0,,,,1978-Q2,46.5439,A,F,
Q,FI,R,628,0,,,,1978-Q3,45.2491,A,F,
Q,FI,R,628,0,,,,1978-Q4,45.0615,A,F,
Q,FI,R,628,0,,,,1979-Q1,44.7595,A,F,
Q,FI,R,628,0,,,,1979-Q2,44.3599,A,F,
Q,FI,R,628,0,,,,1979-Q3,44.4273,A,F,
Q,FI,R,628,0,,,,1979-Q4,45.2991,A,F,
Q,FI,R,628,0,,,,1980-Q1,46.2756,A,F,
Q,FI,R,628,0,,,,1980-Q2,45.8355,A,F,
Q,FI,R,628,0,,,,1980-Q3,46.4099,A,F,
Q,FI,R,628,0,,,,1980-Q4,45.3786,A,F,
Q,FI,R,628,0,,,,1981-Q1,46.8744,A,F,
Q,FI,R,628,0,,,,1981-Q2,46.4688,A,F,
Q,FI,R,628,0,,,,1981-Q3,47.4478,A,F,
Q,FI,R,628,0,,,,1981-Q4,47.5052,A,F,
Q,FI,R,628,0,,,,1982-Q1,50.0752,A,F,
Q,FI,R,628,0,,,,1982-Q2,50.0515,A,F,
Q,FI,R,628,0,,,,1982-Q3,50.7769,A,F,
Q,FI,R,628,0,,,,1982-Q4,52.765,A,F,
Q,FI,R,628,0,,,,1983-Q1,56.0589,A,F,
Q,FI,R,628,0,,,,1983-Q2,55.7419,A,F,
Q,FI,R,628,0,,,,1983-Q3,56.9857,A,F,
Q,FI,R,628,0,,,,1983-Q4,58.4812,A,F,
Q,FI,R,628,0,,,,1984-Q1,60.061,A,F,
Q,FI,R,628,0,,,,1984-Q2,59.0777,A,F,
Q,FI,R,628,0,,,,1984-Q3,59.5336,A,F,
Q,FI,R,628,0,,,,1984-Q4,59.2043,A,F,
Q,FI,R,628,0,,,,1985-Q1,59.9125,A,F,
Q,FI,R,628,0,,,,1985-Q2,58.9614,A,F,
Q,FI,R,628,0,,,,1985-Q3,58.3898,A,F,
Q,FI,R,628,0,,,,1985-Q4,58.6128,A,F,
Q,FI,R,628,0,,,,1986-Q1,59.9064,A,F,
Q,FI,R,628,0,,,,1986-Q2,59.1142,A,F,
Q,FI,R,628,0,,,,1986-Q3,59.2434,A,F,
Q,FI,R,628,0,,,,1986-Q4,60.2936,A,F,
Q,FI,R,628,0,,,,1987-Q1,61.0267,A,F,
Q,FI,R,628,0,,,,1987-Q2,62.3387,A,F,
Q,FI,R,628,0,,,,1987-Q3,64.0978,A,F,
Q,FI,R,628,0,,,,1987-Q4,67.8768,A,F,
Q,FI,R,628,0,,,,1988-Q1,75.0082,A,F,
Q,FI,R,628,0,,,,1988-Q2,77.7643,A,F,
Q,FI,R,628,0,,,,1988-Q3,83.5849,A,F,
Q,FI,R,628,0,,,,1988-Q4,90.803,A,F,
Q,FI,R,628,0,,,,1989-Q1,96.2187,A,F,
Q,FI,R,628,0,,,,1989-Q2,95.734,A,F,
Q,FI,R,628,0,,,,1989-Q3,93.9318,A,F,
Q,FI,R,628,0,,,,1989-Q4,90.4099,A,F,
Q,FI,R,628,0,,,,1990-Q1,86.4822,A,F,
Q,FI,R,628,0,,,,1990-Q2,85.5553,A,F,
Q,FI,R,628,0,,,,1990-Q3,83.3857,A,F,
Q,FI,R,628,0,,,,1990-Q4,79.8515,A,F,
Q,FI,R,628,0,,,,1991-Q1,73.202,A,F,
Q,FI,R,628,0,,,,1991-Q2,71.3968,A,F,
Q,FI,R,628,0,,,,1991-Q3,68.1183,A,F,
Q,FI,R,628,0,,,,1991-Q4,64.0195,A,F,
Q,FI,R,628,0,,,,1992-Q1,61.503,A,F,
Q,FI,R,628,0,,,,1992-Q2,57.7322,A,F,
Q,FI,R,628,0,,,,1992-Q3,53.6071,A,F,
Q,FI,R,628,0,,,,1992-Q4,50.3588,A,F,
Q,FI,R,628,0,,,,1993-Q1,49.0698,A,F,
Q,FI,R,628,0,,,,1993-Q2,49.1284,A,F,
Q,FI,R,628,0,,,,1993-Q3,49.6464,A,F,
Q,FI,R,628,0,,,,1993-Q4,51.2431,A,F,
Q,FI,R,628,0,,,,1994-Q1,52.5158,A,F,
Q,FI,R,628,0,,,,1994-Q2,52.9629,A,F,
Q,FI,R,628,0,,,,1994-Q3,51.9567,A,F,
Q,FI,R,628,0,,,,1994-Q4,51.2897,A,F,
Q,FI,R,628,0,,,,1995-Q1,50.8489,A,F,
Q,FI,R,628,0,,,,1995-Q2,50.1685,A,F,
Q,FI,R,628,0,,,,1995-Q3,49.1508,A,F,
Q,FI,R,628,0,,,,1995-Q4,49.0316,A,F,
Q,FI,R,628,0,,,,1996-Q1,49.6973,A,F,
Q,FI,R,628,0,,,,1996-Q2,51.2153,A,F,
Q,FI,R,628,0,,,,1996-Q3,52.9083,A,F,
Q,FI,R,628,0,,,,1996-Q4,54.9882,A,F,
Q,FI,R,628,0,,,,1997-Q1,58.8661,A,F,
Q,FI,R,628,0,,,,1997-Q2,60.3542,A,F,
Q,FI,R,628,0,,,,1997-Q3,61.0102,A,F,
Q,FI,R,628,0,,,,1997-Q4,62.1853,A,F,
Q,FI,R,628,0,,,,1998-Q1,63.9831,A,F,
Q,FI,R,628,0,,,,1998-Q2,65.1546,A,F,
Q,FI,R,628,0,,,,1998-Q3,66.8504,A,F,
Q,FI,R,628,0,,,,1998-Q4,67.4903,A,F,
Q,FI,R,628,0,,,,1999-Q1,68.5548,A,F,
Q,FI,R,628,0,,,,1999-Q2,69.6683,A,F,
Q,FI,R,628,0,,,,1999-Q3,72.136,A,F,
Q,FI,R,628,0,,,,1999-Q4,73.3415,A,F,
Q,FI,R,628,0,,,,2000-Q1,73.7169,A,F,
Q,FI,R,628,0,,,,2000-Q2,73.9011,A,F,
Q,FI,R,628,0,,,,2000-Q3,72.1031,A,F,
Q,FI,R,628,0,,,,2000-Q4,70.5686,A,F,
Q,FI,R,628,0,,,,2001-Q1,70.4617,A,F,
Q,FI,R,628,0,,,,2001-Q2,70.1493,A,F,
Q,FI,R,628,0,,,,2001-Q3,69.8858,A,F,
Q,FI,R,628,0,,,,2001-Q4,70.1546,A,F,
Q,FI,R,628,0,,,,2002-Q1,72.4405,A,F,
Q,FI,R,628,0,,,,2002-Q2,74.1908,A,F,
Q,FI,R,628,0,,,,2002-Q3,75.1355,A,F,
Q,FI,R,628,0,,,,2002-Q4,75.0823,A,F,
Q,FI,R,628,0,,,,2003-Q1,76.0083,A,F,
Q,FI,R,628,0,,,,2003-Q2,77.4593,A,F,
Q,FI,R,628,0,,,,2003-Q3,79.3683,A,F,
Q,FI,R,628,0,,,,2003-Q4,80.2739,A,F,
Q,FI,R,628,0,,,,2004-Q1,82.4163,A,F,
Q,FI,R,628,0,,,,2004-Q2,84.2862,A,F,
Q,FI,R,628,0,,,,2004-Q3,84.2241,A,F,
Q,FI,R,628,0,,,,2004-Q4,84.4207,A,F,
Q,FI,R,628,0,,,,2005-Q1,86.2767,A,F,
Q,FI,R,628,0,,,,2005-Q2,88.4327,A,F,
Q,FI,R,628,0,,,,2005-Q3,89.8781,A,F,
Q,FI,R,628,0,,,,2005-Q4,91.641,A,F,
Q,FI,R,628,0,,,,2006-Q1,92.4941,A,F,
Q,FI,R,628,0,,,,2006-Q2,93.5944,A,F,
Q,FI,R,628,0,,,,2006-Q3,94.0572,A,F,
Q,FI,R,628,0,,,,2006-Q4,95.0055,A,F,
Q,FI,R,628,0,,,,2007-Q1,96.581,A,F,
Q,FI,R,628,0,,,,2007-Q2,97.1242,A,F,
Q,FI,R,628,0,,,,2007-Q3,97.2057,A,F,
Q,FI,R,628,0,,,,2007-Q4,96.6636,A,F,
Q,FI,R,628,0,,,,2008-Q1,96.0783,A,F,
Q,FI,R,628,0,,,,2008-Q2,95.5926,A,F,
Q,FI,R,628,0,,,,2008-Q3,93.7007,A,F,
Q,FI,R,628,0,,,,2008-Q4,90.1113,A,F,
Q,FI,R,628,0,,,,2009-Q1,92.6986,A,F,
Q,FI,R,628,0,,,,2009-Q2,94.172,A,F,
Q,FI,R,628,0,,,,2009-Q3,95.8643,A,F,
Q,FI,R,628,0,,,,2009-Q4,98.0933,A,F,
Q,FI,R,628,0,,,,2010-Q1,99.6096,A,F,
Q,FI,R,628,0,,,,2010-Q2,99.7036,A,F,
Q,FI,R,628,0,,,,2010-Q3,100.9742,A,F,
Q,FI,R,628,0,,,,2010-Q4,99.7142,A,F,
Q,FI,R,628,0,,,,2011-Q1,99.7136,A,F,
Q,FI,R,628,0,,,,2011-Q2,100.5882,A,F,
Q,FI,R,628,0,,,,2011-Q3,100.007,A,F,
Q,FI,R,628,0,,,,2011-Q4,98.7642,A,F,
Q,FI,R,628,0,,,,2012-Q1,99.3059,A,F,
Q,FI,R,628,0,,,,2012-Q2,99.554,A,F,
Q,FI,R,628,0,,,,2012-Q3,99.3595,A,F,
Q,FI,R,628,0,,,,2012-Q4,99.3284,A,F,
Q,FI,R,628,0,,,,2013-Q1,99.5126,A,F,
Q,FI,R,628,0,,,,2013-Q2,99.3096,A,F,
Q,FI,R,628,0,,,,2013-Q3,99.206,A,F,
Q,FI,R,628,0,,,,2013-Q4,98.27,A,F,
Q,FI,R,628,0,,,,2014-Q1,98.0197,A,F,
Q,FI,R,628,0,,,,2014-Q2,98.1881,A,F,
Q,FI,R,628,0,,,,2014-Q3,97.6227,A,F,
Q,FI,R,628,0,,,,2014-Q4,96.9687,A,F,
Q,FI,R,628,0,,,,2015-Q1,97.5839,A,F,
Q,FI,R,628,0,,,,2015-Q2,98.2704,A,F,
Q,FI,R,628,0,,,,2015-Q3,98.2035,A,F,
Q,FI,R,628,0,,,,2015-Q4,97.5787,A,F,
Q,FI,R,628,0,,,,2016-Q1,98.627,A,F,
Q,FI,R,628,0,,,,2016-Q2,99.1163,A,F,
Q,FI,R,628,0,,,,2016-Q3,99.3825,A,F,
Q,FI,R,628,0,,,,2016-Q4,98.135,A,F,
Q,FI,R,628,0,,,,2017-Q1,98.8291,A,F,
Q,FI,R,628,0,,,,2017-Q2,99.9209,A,F,
Q,FI,R,628,0,,,,2017-Q3,99.2766,A,F,
Q,FI,R,628,0,,,,2017-Q4,98.5516,A,F,
Q,FI,R,628,0,,,,2018-Q1,99.1115,A,F,
Q,FI,R,628,0,,,,2018-Q2,99.6548,A,F,
Q,FI,R,628,0,,,,2018-Q3,98.9438,A,F,
Q,FI,R,628,0,,,,2018-Q4,98.2446,A,F,
Q,FI,R,628,0,,,,2019-Q1,98.3187,A,F,
